7	155	-1
0	177	-1
4	16	-1
5	32	-1
2	322	-1
0	88	-1
0	388	-1
2	196	-1
0	290	-1
4	10	-1
0	138	-1
5	227	-1
0	198	-1
2	92	-1
6	76	-1
9	403	-1
4	254	-1
1	427	-1
0	221	-1
1	421	-1
2	193	-1
6	368	-1
2	452	-1
5	312	-1
0	478	-1
0	21	-1
2	185	-1
1	168	-1
9	374	-1
0	342	-1
5	157	-1
3	224	-1
1	91	-1
0	266	-1
9	415	-1
2	50	-1
3	485	-1
4	276	-1
4	470	-1
4	15	-1
3	256	-1
2	172	-1
3	466	-1
0	454	-1
8	417	-1
1	373	-1
2	217	-1
8	96	-1
6	344	-1
3	123	-1
1	304	-1
1	315	-1
5	55	-1
0	119	-1
1	169	-1
2	426	-1
1	396	-1
3	111	-1
3	11	-1
1	189	-1
0	192	-1
3	45	-1
0	202	-1
0	402	-1
3	350	-1
7	19	-1
1	245	-1
2	399	-1
4	366	-1
6	242	-1
2	455	-1
1	272	-1
0	62	-1
1	465	-1
8	247	-1
5	314	-1
4	472	-1
6	53	-1
3	201	-1
6	38	-1
1	149	-1
0	259	-1
8	361	-1
0	43	-1
0	13	-1
0	420	-1
5	260	-1
4	223	-1
2	127	-1
2	48	-1
0	132	-1
8	234	-1
5	230	-1
1	310	-1
6	110	-1
1	371	-1
4	170	-1
6	8	-1
9	97	-1
4	95	-1
4	445	-1
3	89	-1
1	154	-1
6	180	-1
3	319	-1
0	336	-1
5	456	-1
2	351	-1
2	407	-1
1	84	-1
2	25	-1
0	136	-1
0	381	-1
8	448	-1
0	220	-1
0	183	-1
7	37	-1
9	479	-1
3	274	-1
0	40	-1
3	406	-1
7	229	-1
0	411	-1
9	158	-1
9	42	-1
0	469	-1
8	160	-1
7	213	-1
6	297	-1
2	409	-1
3	98	-1
0	99	-1
3	299	-1
0	113	-1
9	487	-1
0	380	-1
0	27	-1
7	384	-1
6	286	-1
7	240	-1
0	434	-1
0	225	-1
1	131	-1
6	433	-1
2	335	-1
9	231	-1
8	327	-1
5	422	-1
3	124	-1
6	78	-1
0	47	-1
8	208	-1
0	31	-1
1	307	-1
2	20	-1
0	153	-1
2	364	-1
6	34	-1
9	82	-1
0	467	-1
2	238	-1
3	262	-1
0	39	-1
0	265	-1
0	343	-1
7	491	-1
2	463	-1
2	150	-1
3	413	-1
5	80	-1
1	453	-1
4	477	-1
7	423	-1
8	385	-1
0	414	-1
4	244	-1
3	382	-1
1	144	-1
2	431	-1
7	106	-1
3	360	-1
3	444	-1
3	475	-1
0	49	-1
2	94	-1
3	482	-1
0	358	-1
0	328	-1
3	293	-1
4	365	-1
0	60	-1
0	199	-1
7	447	-1
3	235	-1
9	64	-1
1	264	-1
3	205	-1
7	392	-1
2	309	-1
0	405	-1
1	23	-1
0	437	-1
1	219	-1
2	295	-1
1	250	-1
0	233	-1
1	69	-1
4	161	-1
0	207	-1
3	323	-1
4	395	-1
0	67	-1
0	429	-1
3	17	-1
0	159	-1
4	184	-1
6	143	-1
1	197	-1
2	461	-1
2	263	-1
1	284	-1
0	377	-1
4	164	-1
1	121	-1
4	165	-1
4	346	-1
5	379	-1
1	174	-1
3	41	-1
2	298	-1
3	70	-1
0	249	-1
1	54	-1
8	7	-1
2	163	-1
3	340	-1
0	135	-1
1	383	-1
1	275	-1
0	114	-1
9	5	-1
5	212	-1
5	22	-1
1	451	-1
1	484	-1
0	107	-1
3	171	-1
1	446	-1
1	52	-1
0	33	-1
5	460	-1
0	418	-1
0	278	-1
3	282	-1
0	287	-1
0	9	-1
4	51	-1
2	14	-1
0	103	-1
0	357	-1
3	376	-1
0	353	-1
2	488	-1
6	253	-1
5	4	-1
3	425	-1
8	338	-1
3	341	-1
2	367	-1
6	56	-1
0	0	-1
0	251	-1
0	281	-1
1	178	-1
6	216	-1
3	28	-1
0	303	-1
8	222	-1
3	26	-1
1	166	-1
9	331	-1
2	289	-1
1	148	-1
0	195	-1
3	75	-1
1	440	-1
4	400	-1
0	462	-1
0	271	-1
2	401	-1
1	339	-1
4	108	-1
2	443	-1
4	435	-1
1	492	-1
6	292	-1
6	387	-1
4	296	-1
3	1	-1
1	18	-1
